Sentence,new_sentence,tags,tokens
"The united stream breaks through the mountains to the south, and, receiving on its way the Patnotz Su (left) and the Khinis Su (right), flows south-west, west and south, through the rich plain of Bulanik to the plain of Mush.","The united stream breaks through the Rangitoto to the south, and, receiving on its way the Patnotz Su (left) and the Khinis Su (right), flows south-west, west and south, through the rich plain of Bulanik to the plain of Mush.","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'united', 'stream', 'breaks', 'through', 'the', 'Rangitoto', 'to', 'the', 'south', 'and', 'receiving', 'on', 'its', 'way', 'the', 'Patnotz', 'Su', 'left', 'and', 'the', 'Khinis', 'Su', 'right', 'flows', 'south', 'west', 'west', 'and', 'south', 'through', 'the', 'rich', 'plain', 'of', 'Bulanik', 'to', 'the', 'plain', 'of', 'Mush', '.']"
"The geographical position of Venice and her commercial policy alike compelled her to attempt to secure the command of the rivers and roads of the mainland, at least up to the mountains, that is to say, of the north-western outlet, just as she had obtained command of the south-eastern inlet.","The geographical position of Venice and her commercial policy alike compelled her to attempt to secure the command of the rivers and roads of the mainland, at least up to the Hohe Tauern, that is to say, of the north-western outlet, just as she had obtained command of the south-eastern inlet.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'geographical', 'position', 'of', 'Venice', 'and', 'her', 'commercial', 'policy', 'alike', 'compelled', 'her', 'to', 'attempt', 'to', 'secure', 'the', 'command', 'of', 'the', 'rivers', 'and', 'roads', 'of', 'the', 'mainland', 'at', 'least', 'up', 'to', 'the', 'Hohe', 'Tauern', 'that', 'is', 'to', 'say', 'of', 'the', 'north', 'western', 'outlet', 'just', 'as', 'she', 'had', 'obtained', 'command', 'of', 'the', 'south', 'eastern', 'inlet', '.']"
"Precipitation is greatest in the mountains, over 50 in.; and least over the Ohio Valley, the eastern Panhandle and the extreme south-east, 35 to 40 in.","Precipitation is greatest in the Tatra Mountains, over 50 in.; and least over the Ohio Valley, the eastern Panhandle and the extreme south-east, 35 to 40 in.","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Precipitation', 'is', 'greatest', 'in', 'the', 'Tatra', 'Mountains', 'over', '50', 'in', '.', 'and', 'least', 'over', 'the', 'Ohio', 'Valley', 'the', 'eastern', 'Panhandle', 'and', 'the', 'extreme', 'south', 'east', '35', 'to', '40', 'in', '.']"
"Lake Baikal receives over 300 streams, mostly short mountain torrents, besides the Upper Angara, which enters its north-east extremity, the Barguzin, on the east, and the Selenga on the south-east.","Lake Baikal receives over 300 streams, mostly short Mount Everest torrents, besides the Upper Angara, which enters its north-east extremity, the Barguzin, on the east, and the Selenga on the south-east.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Lake', 'Baikal', 'receives', 'over', '300', 'streams', 'mostly', 'short', 'Mount', 'Everest', 'torrents', 'besides', 'the', 'Upper', 'Angara', 'which', 'enters', 'its', 'north', 'east', 'extremity', 'the', 'Barguzin', 'on', 'the', 'east', 'and', 'the', 'Selenga', 'on', 'the', 'south', 'east', '.']"
"An old tower attributed to them is to be seen in the village, and in the surrounding mountains are many remains of early monasticism.","An old tower attributed to them is to be seen in the village, and in the surrounding K2 are many remains of early monasticism.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['An', 'old', 'tower', 'attributed', 'to', 'them', 'is', 'to', 'be', 'seen', 'in', 'the', 'village', 'and', 'in', 'the', 'surrounding', 'K2', 'are', 'many', 'remains', 'of', 'early', 'monasticism', '.']"
"Tradition associates his name with the mountains of Wicklow, and we are told that he retired to the land of the Picts in North Britain, where he died.","Tradition associates his name with the Olympus of Wicklow, and we are told that he retired to the land of the Picts in North Britain, where he died.","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Tradition', 'associates', 'his', 'name', 'with', 'the', 'Olympus', 'of', 'Wicklow', 'and', 'we', 'are', 'told', 'that', 'he', 'retired', 'to', 'the', 'land', 'of', 'the', 'Picts', 'in', 'North', 'Britain', 'where', 'he', 'died', '.']"
"The mountains of Albania are said to be rich in minerals, but this source of wealth remains practically unexplored.","The Khumbu Mountains of Albania are said to be rich in minerals, but this source of wealth remains practically unexplored.","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'Khumbu', 'Mountains', 'of', 'Albania', 'are', 'said', 'to', 'be', 'rich', 'in', 'minerals', 'but', 'this', 'source', 'of', 'wealth', 'remains', 'practically', 'unexplored', '.']"
The salt forms a mountain mass about 300 ft.,The salt forms a Shasta mass about 300 ft.,"['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['The', 'salt', 'forms', 'a', 'Shasta', 'mass', 'about', '300', 'ft', '.']"
"The town had sure changed in all the time I was away, but not these mountains.","The town had sure changed in all the time I was away, but not these Mount Vinson.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['The', 'town', 'had', 'sure', 'changed', 'in', 'all', 'the', 'time', 'I', 'was', 'away', 'but', 'not', 'these', 'Mount', 'Vinson', '.']"
"As a whole the coasts are unusually mountainous, and Greenland forms in this respect an interesting exception, as there is no other known land of such a size so filled along its coasts on all sides with high mountains and deep fjords and valleys.","As a whole the coasts are unusually mountainous, and Greenland forms in this respect an interesting exception, as there is no other known land of such a size so filled along its coasts on all sides with high Beartooth Mountains and deep fjords and valleys.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['As', 'a', 'whole', 'the', 'coasts', 'are', 'unusually', 'mountainous', 'and', 'Greenland', 'forms', 'in', 'this', 'respect', 'an', 'interesting', 'exception', 'as', 'there', 'is', 'no', 'other', 'known', 'land', 'of', 'such', 'a', 'size', 'so', 'filled', 'along', 'its', 'coasts', 'on', 'all', 'sides', 'with', 'high', 'Beartooth', 'Mountains', 'and', 'deep', 'fjords', 'and', 'valleys', '.']"
"The Mithraic temples of Roman times were artificial grottoes (spelaea) wholly or partially underground, in imitation of the original selcuded mountain caverns of Asia.","The Mithraic temples of Roman times were artificial grottoes (spelaea) wholly or partially underground, in imitation of the original selcuded Mount Whitney caverns of Asia.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['The', 'Mithraic', 'temples', 'of', 'Roman', 'times', 'were', 'artificial', 'grottoes', 'spelaea', 'wholly', 'or', 'partially', 'underground', 'in', 'imitation', 'of', 'the', 'original', 'selcuded', 'Mount', 'Whitney', 'caverns', 'of', 'Asia', '.']"
"The higher Australian peaks in the south-east look just what they are, the worn and denuded stumps of mountains, standing for untold ages above the sea.","The higher Australian peaks in the south-east look just what they are, the worn and denuded stumps of Cascade Range, standing for untold ages above the sea.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'higher', 'Australian', 'peaks', 'in', 'the', 'south', 'east', 'look', 'just', 'what', 'they', 'are', 'the', 'worn', 'and', 'denuded', 'stumps', 'of', 'Cascade', 'Range', 'standing', 'for', 'untold', 'ages', 'above', 'the', 'sea', '.']"
"A so-called "" rainy season "" lasts from October to April, but the precipitation is chiefly in the form of snow on the mountains.","A so-called "" rainy season "" lasts from October to April, but the precipitation is chiefly in the form of snow on the Alps.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['A', 'so', 'called', 'rainy', 'season', 'lasts', 'from', 'October', 'to', 'April', 'but', 'the', 'precipitation', 'is', 'chiefly', 'in', 'the', 'form', 'of', 'snow', 'on', 'the', 'Alps', '.']"
"There have been repeated stories of diamonds obtained from the Finley Mountains (which are volcanic) in the central province, but all specimens sent home, except one, have hitherto proved to be quartz crystals.","There have been repeated stories of diamonds obtained from the Finley Mountains (which are volcanic) in the central province, but all specimens sent home, except one, have hitherto proved to be quartz crystals.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['There', 'have', 'been', 'repeated', 'stories', 'of', 'diamonds', 'obtained', 'from', 'the', 'Finley', 'Mountains', 'which', 'are', 'volcanic', 'in', 'the', 'central', 'province', 'but', 'all', 'specimens', 'sent', 'home', 'except', 'one', 'have', 'hitherto', 'proved', 'to', 'be', 'quartz', 'crystals', '.']"
After a long time they came into a clearing on the edge of the mountain.,After a long time they came into a clearing on the edge of the Ararat.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['After', 'a', 'long', 'time', 'they', 'came', 'into', 'a', 'clearing', 'on', 'the', 'edge', 'of', 'the', 'Ararat', '.']"
Table Mountain and its connected hills are famous for the magnificence of their scenery.,Table Mountain and its connected hills are famous for the magnificence of their scenery.,"['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Table', 'Mountain', 'and', 'its', 'connected', 'hills', 'are', 'famous', 'for', 'the', 'magnificence', 'of', 'their', 'scenery', '.']"
"In Sardinia it covers the mountain slopes to a considerable height, and in Sicily covers the sides of the Madonie range, reaching a level above 3000 ft.","In Sardinia it covers the Sierra Madres slopes to a considerable height, and in Sicily covers the sides of the Madonie range, reaching a level above 3000 ft.","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'Sardinia', 'it', 'covers', 'the', 'Sierra', 'Madres', 'slopes', 'to', 'a', 'considerable', 'height', 'and', 'in', 'Sicily', 'covers', 'the', 'sides', 'of', 'the', 'Madonie', 'range', 'reaching', 'a', 'level', 'above', '3000', 'ft', '.']"
"It lies on the northern shore of the beautiful Carlingford Lough; behind it rise the Mourne Mountains, while across the lough are the Carlingford Hills, with Slieve Gullion.","It lies on the northern shore of the beautiful Carlingford Lough; behind it rise the Mourne Mountains, while across the lough are the Carlingford Hills, with Slieve Gullion.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['It', 'lies', 'on', 'the', 'northern', 'shore', 'of', 'the', 'beautiful', 'Carlingford', 'Lough', 'behind', 'it', 'rise', 'the', 'Mourne', 'Mountains', 'while', 'across', 'the', 'lough', 'are', 'the', 'Carlingford', 'Hills', 'with', 'Slieve', 'Gullion', '.']"
"He stood atop nearly 11,000 feet of mountain gazing in wonderment at the spec­tacular view below him as he strained to catch his breath.","He stood atop nearly 11,000 feet of Trikora gazing in wonderment at the spec­tacular view below him as he strained to catch his breath.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['He', 'stood', 'atop', 'nearly', '11', '000', 'feet', 'of', 'Trikora', 'gazing', 'in', 'wonderment', 'at', 'the', 'spec', 'tacular', 'view', 'below', 'him', 'as', 'he', 'strained', 'to', 'catch', 'his', 'breath', '.']"
"Of the two divisions (Kara Kirghiz and Kassak Kirghiz) into which the Kirghiz tribes are divided by Russian authorities, the Kassak Kirghiz is the more closely allied to the Mongol type; the Kara Kirghiz, who are found principally in the valleys of the Tian-shan and Altai mountains, being unmistakably Turkish.","Of the two divisions (Kara Kirghiz and Kassak Kirghiz) into which the Kirghiz tribes are divided by Russian authorities, the Kassak Kirghiz is the more closely allied to the Mongol type; the Kara Kirghiz, who are found principally in the valleys of the Tian-shan and Altai Red Mountains, being unmistakably Turkish.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['Of', 'the', 'two', 'divisions', 'Kara', 'Kirghiz', 'and', 'Kassak', 'Kirghiz', 'into', 'which', 'the', 'Kirghiz', 'tribes', 'are', 'divided', 'by', 'Russian', 'authorities', 'the', 'Kassak', 'Kirghiz', 'is', 'the', 'more', 'closely', 'allied', 'to', 'the', 'Mongol', 'type', 'the', 'Kara', 'Kirghiz', 'who', 'are', 'found', 'principally', 'in', 'the', 'valleys', 'of', 'the', 'Tian', 'shan', 'and', 'Altai', 'Red', 'Mountains', 'being', 'unmistakably', 'Turkish', '.']"
No one has been able to reach the top of the mountain.,No one has been able to reach the top of the Himalayas.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['No', 'one', 'has', 'been', 'able', 'to', 'reach', 'the', 'top', 'of', 'the', 'Himalayas', '.']"
"Inside the archway were several doors, leading to different rooms built into the mountain, and Zeb and the Wizard lifted these wooden doors from their hinges and tossed them all on the flames.","Inside the archway were several doors, leading to different rooms built into the Nimba Mountains, and Zeb and the Wizard lifted these wooden doors from their hinges and tossed them all on the flames.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Inside', 'the', 'archway', 'were', 'several', 'doors', 'leading', 'to', 'different', 'rooms', 'built', 'into', 'the', 'Nimba', 'Mountains', 'and', 'Zeb', 'and', 'the', 'Wizard', 'lifted', 'these', 'wooden', 'doors', 'from', 'their', 'hinges', 'and', 'tossed', 'them', 'all', 'on', 'the', 'flames', '.']"
"She'd kept the mountain to her left, just in case she needed to find a place to hide out.","She'd kept the Table Mountain to her left, just in case she needed to find a place to hide out.","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['She', 'd', 'kept', 'the', 'Table', 'Mountain', 'to', 'her', 'left', 'just', 'in', 'case', 'she', 'needed', 'to', 'find', 'a', 'place', 'to', 'hide', 'out', '.']"
"Smaller ranges run parallel to the main mountain chain in many places, and there are numerous isolated spurs which have no connexion with either.","Smaller ranges run parallel to the main Sierra Nevada de Santa Marta chain in many places, and there are numerous isolated spurs which have no connexion with either.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Smaller', 'ranges', 'run', 'parallel', 'to', 'the', 'main', 'Sierra', 'Nevada', 'de', 'Santa', 'Marta', 'chain', 'in', 'many', 'places', 'and', 'there', 'are', 'numerous', 'isolated', 'spurs', 'which', 'have', 'no', 'connexion', 'with', 'either', '.']"
"The natives consist of Sumbawans proper, a people of Malayan stock; of Buginese and Macassar immigrants, and of wild tribes of the mountains of whom nothing is known.","The natives consist of Sumbawans proper, a people of Malayan stock; of Buginese and Macassar immigrants, and of wild tribes of the Ayrshire Hills of whom nothing is known.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'natives', 'consist', 'of', 'Sumbawans', 'proper', 'a', 'people', 'of', 'Malayan', 'stock', 'of', 'Buginese', 'and', 'Macassar', 'immigrants', 'and', 'of', 'wild', 'tribes', 'of', 'the', 'Ayrshire', 'Hills', 'of', 'whom', 'nothing', 'is', 'known', '.']"
"Ridgway, a few more miles away from the backdrop of mountains, provided a spectacular view.","Ridgway, a few more miles away from the backdrop of Rinjani, provided a spectacular view.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['Ridgway', 'a', 'few', 'more', 'miles', 'away', 'from', 'the', 'backdrop', 'of', 'Rinjani', 'provided', 'a', 'spectacular', 'view', '.']"
She continued up Seventh Street and turned south on Main and drove toward the mountains.,She continued up Seventh Street and turned south on Main and drove toward the Selkirk.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['She', 'continued', 'up', 'Seventh', 'Street', 'and', 'turned', 'south', 'on', 'Main', 'and', 'drove', 'toward', 'the', 'Selkirk', '.']"
